"博主ID","好友ID"
"http://blog.sciencenet.cn/home.php?mod=space&uid=571798",
"http://blog.sciencenet.cn/home.php?mod=space&uid=764928","http://blog.sciencenet.cn/home.php?mod=space&uid=2237"
"http://blog.sciencenet.cn/home.php?mod=space&uid=866042",
"http://blog.sciencenet.cn/home.php?mod=space&uid=2972258",
"http://blog.sciencenet.cn/home.php?mod=space&uid=778629","http://blog.sciencenet.cn/home.php?mod=space&uid=1525565"
"http://blog.sciencenet.cn/home.php?mod=space&uid=778629","http://blog.sciencenet.cn/home.php?mod=space&uid=2760209"
"http://blog.sciencenet.cn/home.php?mod=space&uid=778629","http://blog.sciencenet.cn/home.php?mod=space&uid=117889"
"http://blog.sciencenet.cn/home.php?mod=space&uid=2624348",
"http://blog.sciencenet.cn/home.php?mod=space&uid=536397","http://blog.sciencenet.cn/home.php?mod=space&uid=572717"
"http://blog.sciencenet.cn/home.php?mod=space&uid=536397","http://blog.sciencenet.cn/home.php?mod=space&uid=70666"
"http://blog.sciencenet.cn/home.php?mod=space&uid=734925",
"http://blog.sciencenet.cn/home.php?mod=space&uid=3260863","http://blog.sciencenet.cn/home.php?mod=space&uid=111625"
"http://blog.sciencenet.cn/home.php?mod=space&uid=3260863","http://blog.sciencenet.cn/home.php?mod=space&uid=285782"
"http://blog.sciencenet.cn/home.php?mod=space&uid=3260863","http://blog.sciencenet.cn/home.php?mod=space&uid=549913"
"http://blog.sciencenet.cn/home.php?mod=space&uid=3260863","http://blog.sciencenet.cn/home.php?mod=space&uid=1248178"
"http://blog.sciencenet.cn/home.php?mod=space&uid=3260863","http://blog.sciencenet.cn/home.php?mod=space&uid=117889"
"http://blog.sciencenet.cn/home.php?mod=space&uid=635731","http://blog.sciencenet.cn/home.php?mod=space&uid=857523"
"http://blog.sciencenet.cn/home.php?mod=space&uid=984197","http://blog.sciencenet.cn/home.php?mod=space&uid=1759054"
"http://blog.sciencenet.cn/home.php?mod=space&uid=984197","http://blog.sciencenet.cn/home.php?mod=space&uid=210035"
"http://blog.sciencenet.cn/home.php?mod=space&uid=984197","http://blog.sciencenet.cn/home.php?mod=space&uid=38899"
"http://blog.sciencenet.cn/home.php?mod=space&uid=984197","http://blog.sciencenet.cn/home.php?mod=space&uid=1360012"
"http://blog.sciencenet.cn/home.php?mod=space&uid=1059602","http://blog.sciencenet.cn/home.php?mod=space&uid=260374"
